"Creation Date","Status","Completion Date","Service Request Number","Type of Service Request","Street Address","ZIP Code","X Coordinate","Y Coordinate","Ward","Police District","Community Area","Latitude","Longitude","Location"
"10/08/2017","Completed - Dup","10/24/2017","17-06747408","Alley Light Out","12630 S MANISTEE AVE","60633","1196742.03002038","1821725.97998516","10","4","55","41.66568329761","-87.55563466412","(41.665683297614, -87.555634664124)"
"10/08/2017","Completed - Dup","11/04/2017","17-06738276","Alley Light Out","3927 N KEELER AVE","60641","1147704.28850322","1925773.3068722","45","17","16","41.9522788953","-87.73243440698","(41.952278895301, -87.732434406981)"
"10/08/2017","Completed","05/01/2018","17-06742225","Alley Light Out","9111 S NORMAL AVE","60620","1174564.82766581","1844488.04202367","21","22","73","41.72866632606","-87.63612047891","(41.728666326059, -87.636120478915)"
"10/08/2017","Completed","11/24/2017","17-06753304","Alley Light Out","2928 N MARMORA AVE","60634","1136547.03992023","1918860.92552003","30","25","19","41.93351793692","-87.7736152104","(41.933517936921, -87.773615210401)"
"10/08/2017","Completed - Dup","05/09/2018","17-06753937","Alley Light Out","3420 N MILWAUKEE AVE","60641","1148111.03009246","1922564.95027519","30","17","16","41.94346706837","-87.73102208286","(41.943467068369, -87.731022082862)"
"10/08/2017","Completed - Dup","12/07/2017","17-06748997","Alley Light Out","11348 S CHAMPLAIN AVE","60628","1182606.4031892","1829846.97429272","9","5","50","41.68830685766","-87.60711495259","(41.688306857663, -87.607114952587)"
"10/08/2017","Completed","12/07/2017","17-06748611","Alley Light Out","11348 S CHAMPLAIN AVE","60628","1182606.4031892","1829846.97429272","9","5","50","41.68830685766","-87.60711495259","(41.688306857663, -87.607114952587)"
"10/08/2017","Completed","05/23/2018","17-06746414","Alley Light Out","12634 S MANISTEE AVE","60633","1196742.33002038","1821704.57998516","10","4","55","41.66562456612","-87.55563427296","(41.665624566118, -87.555634272959)"
"10/08/2017","Completed","12/14/2017","17-06751773","Alley Light Out","4015 N KIMBALL AVE","60618","1153006.0852726","1926565.77989222","33","17","16","41.95434983684","-87.71292367085","(41.954349836836, -87.712923670853)"
"10/08/2017","Completed","12/28/2017","17-06747520","Alley Light Out","1243 W ERIE ST","60642","1168023.8946318","1904497.89008085","1","12","24","41.89348275282","-87.65835478032","(41.893482752821, -87.658354780316)"
"10/08/2017","Completed","01/04/2018","17-06750888","Alley Light Out","1546 N ROCKWELL ST","60622","1158795.27699071","1910187.33758245","1","14","24","41.9092892895","-87.69209204919","(41.909289289495, -87.692092049186)"
"10/08/2017","Completed - Dup","10/08/2017","17-06748260","Alley Light Out","8131 S ST LAWRENCE AVE","60619","1181648.99047153","1851217.4742133","6","6","44","41.74697227031","-87.609962609","(41.746972270305, -87.609962609003)"
"10/08/2017","Open - Dup",,"17-06753653","Alley Light Out","1924 S LOOMIS ST","60608","1167339.68137474","1890774.90156791","25","12","31","41.85584052888","-87.66126227465","(41.855840528882, -87.661262274651)"
"10/08/2017","Completed","06/19/2018","17-06752521","Alley Light Out","3321 S HAMLIN AVE","60623","1151583.08131095","1882149.33193252","22","10","30","41.8324947563","-87.71932334442","(41.832494756297, -87.719323344425)"
"10/08/2017","Completed","04/16/2018","17-06746367","Alley Light Out","1152 W 107TH ST","60643","1170489.66992113","1833844.12207861","34","22","73","41.69954741781","-87.65135750402","(41.699547417807, -87.651357504024)"
"10/07/2017","Completed - Dup","10/12/2017","17-06719591","Alley Light Out","10534 S VERNON AVE","60628","1181109.23680938","1835208.64488546","9","5","49","41.7030545186","-87.61243164225","(41.703054518599, -87.61243164225)"
"10/07/2017","Completed - Dup","10/12/2017","17-06721515","Alley Light Out","5054 W OHIO ST","60644","1142465.68010123","1903523.46552053","37","15","25","41.89132218582","-87.75224610865","(41.891322185817, -87.752246108649)"
"10/07/2017","Completed","10/16/2017","17-06734831","Alley Light Out","2415 S NORMAL AVE","60616","1173135.47988378","1888174.10329486","11","9","34","41.84857728049","-87.64006606841","(41.848577280495, -87.640066068407)"
"10/07/2017","Completed - Dup","11/04/2017","17-06732177","Alley Light Out","2500 S HAMLIN AVE","60623","1151437.28430613","1887130.0215914","22","10","30","41.8461652633","-87.71972774455","(41.846165263303, -87.71972774455)"
"10/07/2017","Completed","11/13/2017","17-06732067","Alley Light Out","134 N LARAMIE AVE","60644","1141689.27382762","1900576.36010628","28","15","25","41.883249361","-87.75517044087","(41.883249361, -87.755170440873)"
"10/07/2017","Completed","11/14/2017","17-06724761","Alley Light Out","941 W 97TH ST","60643","1171647.84108189","1840423.16763195","34","22","73","41.71757606641","-87.64692475984","(41.717576066412, -87.646924759843)"
"10/07/2017","Completed","11/16/2017","17-06731895","Alley Light Out","5315 S KEATING AVE","60632","1145591.75918415","1869016.83423232","14","8","56","41.79657261744","-87.74163846022","(41.79657261744, -87.741638460219)"
"10/07/2017","Completed","05/07/2018","17-06730534","Alley Light Out","5208 W EDDY ST","60641","1141016.30871099","1923116.61388971","30","16","15","41.94511472378","-87.75708553051","(41.945114723776, -87.757085530507)"
"10/07/2017","Completed - Dup","11/24/2017","17-06727451","Alley Light Out","4803 S ARCHER AVE","60632","1152244.58758551","1872564.09486827","14","8","57","41.80617856277","-87.71714836671","(41.806178562769, -87.717148366706)"
"10/07/2017","Completed","12/01/2017","17-06718590","Alley Light Out","7957 S LAFLIN ST","60620","1167719.18812361","1851930.22321286","21","6","71","41.74923816791","-87.66098459649","(41.749238167911, -87.660984596493)"
"10/07/2017","Completed","12/07/2017","17-06735127","Alley Light Out","1320 S MILLARD AVE","60623","1152252.1613667","1893577.27420099","24","10","29","41.86384127326","-87.71656721803","(41.863841273258, -87.71656721803)"
"10/07/2017","Completed - Dup","05/21/2018","17-06718592","Alley Light Out","7942 S LAFLIN ST","60620","1167716.905225","1852017.101625","21","6","71","41.74947662332","-87.66099047426","(41.749476623318, -87.660990474263)"
"10/07/2017","Completed","12/11/2017","17-06721312","Alley Light Out","7632 S CHAMPLAIN AVE","60619","1181886.40633049","1854546.7340198","6","6","69","41.75610263761","-87.60898995942","(41.756102637612, -87.608989959424)"
"10/07/2017","Completed - Dup","12/11/2017","17-06734092","Alley Light Out","9346 S INDIANA AVE","60619","1179235.7277228","1843050.1700082","9","6","49","41.72461552947","-87.61905374432","(41.724615529475, -87.619053744322)"
"10/07/2017","Completed","05/31/2018","17-06718022","Alley Light Out","5222 W OHIO ST","60644","1141337.66017514","1903467.06579461","37","15","25","41.89118830614","-87.75639023726","(41.891188306144, -87.756390237262)"
"10/07/2017","Completed","06/02/2018","17-06718366","Alley Light Out","6453 S CENTRAL AVE","60638","1140198.71946995","1861131.66308788","13","8","64","41.77503449823","-87.76160787186","(41.775034498233, -87.761607871855)"
"10/07/2017","Open - Dup",,"17-06731996","Alley Light Out","7949 S BURNHAM AVE","60617","1196220.45000295","1852798.77002759","7","4","46","41.75096290882","-87.55651759331","(41.750962908819, -87.556517593308)"
"10/07/2017","Completed","02/15/2018","17-06732508","Alley Light Out","2023 N SEDGWICK ST","60614","1173265.52139916","1913746.02432938","43","18","7","41.91874534396","-87.63882929282","(41.91874534396, -87.63882929282)"
"10/07/2017","Completed","06/23/2018","17-06724660","Alley Light Out","3917 S CAMPBELL AVE","60632","1160342.86162561","1878533.99000213","12","9","58","41.82239752492","-87.68728198906","(41.822397524922, -87.687281989055)"
"10/07/2017","Completed","04/18/2018","17-06724990","Alley Light Out","3244 S RACINE AVE","60608","1168849.06557103","1883206.82279656","11","9","60","41.83504048501","-87.65594122392","(41.835040485008, -87.655941223921)"
"10/07/2017","Completed","04/19/2018","17-06734008","Alley Light Out","2800 S KEELER AVE","60623","1148839.79811597","1885049.38186621","22","10","30","41.8405062481","-87.72931414496","(41.8405062481, -87.729314144964)"
"10/06/2017","Completed","10/12/2017","17-06706158","Alley Light Out","5100 S NEWLAND AVE","60638","1130915.68010553","1869963.10593158","23","8","56","41.79943396084","-87.79543649722","(41.799433960838, -87.795436497219)"
"10/06/2017","Completed","10/13/2017","17-06706903","Alley Light Out","7614 S INGLESIDE AVE","60619","1183879.39371205","1854725.2253051","8","6","69","41.75654615681","-87.6016806087","(41.756546156811, -87.601680608695)"
"10/06/2017","Completed","10/17/2017","17-06714386","Alley Light Out","5600 S HOMAN AVE","60629","1154666.28576686","1867278.03628425","14","8","63","41.79162488472","-87.70840730794","(41.791624884722, -87.708407307944)"
"10/06/2017","Completed","10/20/2017","17-06700159","Alley Light Out","5930 S CALIFORNIA AVE","60629","1158725.40968372","1865205.11228862","16","8","66","41.78585456274","-87.69357971831","(41.785854562736, -87.693579718309)"
"10/06/2017","Completed","10/20/2017","17-06700177","Alley Light Out","5924 S CALIFORNIA AVE","60629","1158724.20968372","1865245.41228862","16","8","66","41.78596517606","-87.69358301869","(41.785965176062, -87.693583018692)"
"10/06/2017","Completed - Dup","10/23/2017","17-06700615","Alley Light Out","1439 W WALTON ST","60642","1166623.8937295","1906448.0233712","2","12","24","41.89886416235","-87.66344054655","(41.898864162352, -87.663440546548)"
"10/06/2017","Completed - Dup","10/31/2017","17-06714009","Alley Light Out","2311 W WASHINGTON BLVD","60612","1160992.1299684","1900632.54408323","27","12","28","41.88302480532","-87.68428731787","(41.883024805321, -87.684287317874)"
"10/06/2017","Completed","11/03/2017","17-06702162","Alley Light Out","7829 S YATES BLVD","60649","1193555.85161471","1853522.18322331","7","4","43","41.75301361514","-87.56625815974","(41.753013615143, -87.566258159735)"
"10/06/2017","Completed - Dup","11/04/2017","17-06706507","Alley Light Out","6210 S KILBOURN AVE","60629","1147439.22373012","1863046.67126982","13","8","65","41.78015444077","-87.73501589308","(41.78015444077, -87.73501589308)"
"10/06/2017","Completed - Dup","11/04/2017","17-06705781","Alley Light Out","3600 W 86TH ST","60652","1153829.16508823","1847310.56999335","18","8","70","41.73684762863","-87.71200577159","(41.736847628629, -87.712005771595)"
"10/06/2017","Completed - Dup","11/06/2017","17-06703897","Alley Light Out","6239 S ST LAWRENCE AVE","60637","1181307.6701847","1863771.16567985","20","3","42","41.78142875832","-87.61082690551","(41.781428758319, -87.610826905506)"
"10/06/2017","Completed","11/06/2017","17-06706265","Alley Light Out","5046 N LAWNDALE AVE","60625","1150810.77380233","1933277.87501351","39","17","14","41.97281161379","-87.72081760996","(41.972811613795, -87.720817609964)"
"10/06/2017","Completed - Dup","05/02/2018","17-06705250","Alley Light Out","11731 S LAFLIN ST","60643","1168442.89328978","1826940.05950032","34","5","53","41.6806457517","-87.65904980477","(41.680645751697, -87.659049804766)"
"10/06/2017","Completed - Dup","05/05/2018","17-06699075","Alley Light Out","8414 S BAKER AVE","60617","1198663.61890789","1849499.99856798","10","4","46","41.74184996489","-87.54767520326","(41.741849964887, -87.547675203256)"
"10/06/2017","Completed","05/05/2018","17-06714022","Alley Light Out","10054 S EWING AVE","60617","1202146.23236892","1838870.02127414","10","4","52","41.7125925803","-87.53527642406","(41.712592580303, -87.535276424059)"
"10/06/2017","Completed","05/05/2018","17-06705534","Alley Light Out","7815 S CICERO AVE","60652","1145767.67327095","1852310.78642494","18","8","70","41.7507250574","-87.74141500958","(41.750725057398, -87.74141500958)"
"10/06/2017","Completed","05/05/2018","17-06704631","Alley Light Out","11601 S JUSTINE ST","60643","1168085.04670182","1827795.24576932","34","5","53","41.68300020695","-87.6603352505","(41.683000206946, -87.6603352505)"
"10/06/2017","Completed - Dup","11/21/2017","17-06717331","Alley Light Out","1130 N LA SALLE DR","60610","1174931.94946801","1907906.61737071","27","18","8","41.90268454965","-87.63288194448","(41.90268454965, -87.632881944484)"
"10/06/2017","Completed","05/07/2018","17-06704639","Alley Light Out","3911 N LINDER AVE","60641","1138985.37428403","1925530.52008719","38","16","15","41.95177594183","-87.76449167545","(41.951775941827, -87.764491675451)"
"10/06/2017","Completed","05/08/2018","17-06692947","Alley Light Out","3140 N CENTRAL AVE","60634","1138484.1048134","1920320.64348754","31","25","19","41.93748863301","-87.76646102347","(41.93748863301, -87.766461023467)"
"10/06/2017","Completed - Dup","11/28/2017","17-06696962","Alley Light Out","4446 W GLADYS AVE","60624","1146803.79478981","1897984.97572022","28","11","26","41.87604221045","-87.73645557676","(41.876042210449, -87.736455576755)"
"10/06/2017","Completed - Dup","05/10/2018","17-06714650","Alley Light Out","2020 N WHIPPLE ST","60647","1155583.67012877","1913264.13600596","32","14","22","41.91779756058","-87.7038071367","(41.917797560581, -87.703807136696)"
"10/06/2017","Completed","12/04/2017","17-06714096","Alley Light Out","7200 S GREEN ST","60621","1171882.19712292","1857110.79917117","6","7","68","41.76336404634","-87.64557794795","(41.763364046335, -87.645577947953)"
"10/06/2017","Completed","12/08/2017","17-06714172","Alley Light Out","6936 S BISHOP ST","60636","1167863.73211099","1858747.33567507","17","7","67","41.76794214","-87.66025948096","(41.76794214, -87.660259480956)"
"10/06/2017","Completed","12/08/2017","17-06715341","Alley Light Out","2702 E 76TH PL","60649","1195660.67109882","1854713.46007699","7","4","43","41.75623081252","-87.55850566548","(41.756230812521, -87.558505665481)"
"10/06/2017","Completed - Dup","12/12/2017","17-06709330","Alley Light Out","5012 N MONTICELLO AVE","60625","1151148.9003986","1933050.85958065","39","17","14","41.97218202837","-87.71958022223","(41.972182028374, -87.719580222232)"
"10/06/2017","Completed","12/12/2017","17-06706428","Alley Light Out","2049 N BINGHAM ST","60647","1158963.35969932","1913424.81183255","1","14","22","41.91816971877","-87.69138557051","(41.918169718774, -87.69138557051)"
"10/06/2017","Completed - Dup","12/14/2017","17-06696837","Alley Light Out","3328 N NEWLAND AVE","60634","1129494.11430182","1921337.74787599","38","16","17","41.94043805923","-87.799478144","(41.940438059233, -87.799478144003)"
"10/06/2017","Completed","12/15/2017","17-06700033","Alley Light Out","62 W HURON ST","60654","1175688.24769584","1905056.73086893","2","18","8","41.89484734018","-87.63018975448","(41.894847340176, -87.630189754478)"
"10/06/2017","Completed","12/18/2017","17-06704935","Alley Light Out","3605 W 85TH PL","60652","1153783.75560983","1847643.53982093","18","8","70","41.73776225483","-87.71216333483","(41.737762254831, -87.712163334827)"
"10/06/2017","Completed","05/31/2018","17-06714045","Alley Light Out","5700 W OHIO ST","60644","1138229.92426633","1903403.52346618","29","15","25","41.89107071188","-87.76780515825","(41.891070711876, -87.76780515825)"
"10/06/2017","Completed","12/20/2017","17-06700825","Alley Light Out","10537 S DR MARTIN LUTHER KING JR DR","60628","1180776.34972119","1835179.13677657","9","5","49","41.70298118468","-87.61365149038","(41.702981184683, -87.61365149038)"
"10/06/2017","Completed","05/31/2018","17-06709612","Alley Light Out","1140 S MONITOR AVE","60644","1137559.56809778","1894482.1728982","29","15","25","41.86660143079","-87.77048195632","(41.866601430786, -87.770481956315)"
"10/06/2017","Completed","01/04/2018","17-06709665","Alley Light Out","3920 N BROADWAY","60613","1170176.67892568","1926359.81951878","46","19","6","41.95342622606","-87.64980840806","(41.953426226061, -87.649808408062)"
"10/06/2017","Completed","06/02/2018","17-06714312","Alley Light Out","2351 W MOFFAT ST","60647","1160350.49080068","1912190.82092534","32","14","22","41.91475495202","-87.68632336308","(41.914754952023, -87.686323363083)"
"10/06/2017","Completed","06/02/2018","17-06692654","Alley Light Out","2519 W 56TH ST","60629","1160453.73001266","1867449.80996656","15","8","63","41.79197885173","-87.68718097286","(41.791978851725, -87.687180972865)"
"10/06/2017","Completed","06/02/2018","17-06699692","Alley Light Out","6030 S MORGAN ST","60621","1170676.11952037","1864833.75817449","16","7","68","41.78458315775","-87.64977346802","(41.784583157754, -87.649773468018)"
"10/06/2017","Completed","01/09/2018","17-06708447","Alley Light Out","7401 S CLYDE AVE","60649","1191502.16619143","1856307.79702229","7","3","43","41.76070757006","-87.57369383656","(41.760707570064, -87.573693836561)"
"10/06/2017","Completed - Dup","10/06/2017","17-06707942","Alley Light Out","2418 N LINDER AVE","60639","1139310.55987071","1915535.71339017","30","25","19","41.92434324384","-87.76354048213","(41.924343243836, -87.763540482131)"
"10/06/2017","Completed - Dup","10/06/2017","17-06704520","Alley Light Out","328 N AVERS AVE","60624","1150575.23946806","1901673.06996839","37","11","26","41.88608993837","-87.7225116626","(41.886089938371, -87.722511662598)"
"10/06/2017","Completed - Dup","10/06/2017","17-06713654","Alley Light Out","4206 W CRYSTAL ST","60651","1148111.22379012","1907999.46041123","37","25","23","41.90349800319","-87.73139717111","(41.903498003195, -87.731397171107)"
"10/06/2017","Completed - Dup","10/06/2017","17-06699413","Alley Light Out","7120 S WOODLAWN AVE","60619","1185447.36957476","1857952.63002022","5","3","69","41.76536572585","-87.59583294424","(41.765365725849, -87.595832944236)"
"10/06/2017","Completed","10/06/2017","17-06697498","Alley Light Out","9606 S LOOMIS ST","60643","1168721.22337227","1840851.23009919","21","22","73","41.71881426396","-87.65763146779","(41.718814263959, -87.657631467794)"
"10/06/2017","Completed - Dup","10/06/2017","17-06699503","Alley Light Out","7126 S WOODLAWN AVE","60619","1185448.66957476","1857894.23002022","5","3","69","41.76520544023","-87.59583001471","(41.765205440227, -87.595830014707)"
"10/06/2017","Completed - Dup","10/06/2017","17-06705463","Alley Light Out","4848 W MEDILL AVE","60639","1143625.7197","1915189.529275","31","25","19","41.92331350205","-87.74769326869","(41.923313502048, -87.747693268688)"
"10/06/2017","Completed - Dup","10/06/2017","17-06706450","Alley Light Out","727 N SAWYER AVE","60624","1154576.61258324","1904661.67912463","27","11","23","41.89421187512","-87.70773762695","(41.894211875115, -87.707737626948)"
"10/06/2017","Completed - Dup","10/06/2017","17-06700127","Alley Light Out","4756 S KENNETH AVE","60632","1147494.14999025","1872719.64167111","14","8","57","41.8066975441","-87.73456752412","(41.806697544095, -87.734567524115)"
"10/06/2017","Open - Dup",,"17-06700113","Alley Light Out","800 S MORGAN ST","60607","1170040.48642625","1896600.13432057","11","12","28","41.87176698952","-87.65117915334","(41.871766989519, -87.651179153344)"
"10/06/2017","Completed - Dup","10/06/2017","17-06692829","Alley Light Out","1625 W 93RD ST","60620","1167025.33988542","1843027.2529839","21","22","73","41.72482196279","-87.66378094235","(41.724821962792, -87.663780942353)"
"10/06/2017","Open - Dup",,"17-06710123","Alley Light Out","11350 S VINCENNES AVE","60643","1166456.10949455","1829342.1702055","19","22","75","41.68727999878","-87.66625435593","(41.68727999878, -87.666254355926)"
"10/06/2017","Completed - Dup","10/06/2017","17-06716090","Alley Light Out","5319 W EDDY ST","60641","1140272.48671763","1923088.41671363","30","16","15","41.94505103746","-87.75982026168","(41.945051037463, -87.75982026168)"
"10/06/2017","Open - Dup",,"17-06696890","Alley Light Out","7649 S MICHIGAN AVE","60619","1178479.80110027","1854323.77863286","6","6","69","41.75556885221","-87.62148109408","(41.755568852213, -87.621481094075)"
"10/06/2017","Completed - Dup","10/06/2017","17-06703733","Alley Light Out","6345 S MOZART ST","60629","1158470.43631361","1862439.43928331","17","8","66","41.77827036575","-87.6945899058","(41.778270365747, -87.694589905799)"
"10/06/2017","Completed - Dup","10/07/2017","17-06716460","Alley Light Out","2333 N OAKLEY AVE","60647","1160633.74968758","1915657.90120561","32","14","22","41.92426299802","-87.68518643758","(41.924262998025, -87.685186437581)"
"10/06/2017","Completed","01/31/2018","17-06717830","Alley Light Out","4200 W 21ST PL","60623","1148716.52738643","1889425.64872535","24","10","29","41.85251766835","-87.72965361835","(41.852517668351, -87.729653618348)"
"10/06/2017","Completed","02/07/2018","17-06692687","Alley Light Out","3838 W BELLE PLAINE AVE","60618","1149952.46426664","1926972.13988106","39","17","16","41.95552503116","-87.72413867113","(41.955525031162, -87.724138671134)"
"10/06/2017","Completed","03/27/2018","17-06709495","Alley Light Out","9531 S SANGAMON ST","60643","1171664.41996562","1841522.61002586","21","22","73","41.72059273373","-87.64683192864","(41.720592733727, -87.646831928639)"
"10/06/2017","Completed","04/02/2018","17-06708420","Alley Light Out","2228 S ST LOUIS AVE","60623","1153384.40011318","1888870.06549164","22","10","30","41.85090175349","-87.71253573933","(41.850901753485, -87.71253573933)"
"10/06/2017","Completed","04/02/2018","17-06708413","Alley Light Out","2244 S ST LOUIS AVE","60623","1153386.80011318","1888784.66549164","22","10","30","41.85066735816","-87.71252919673","(41.850667358156, -87.712529196732)"
"10/06/2017","Completed","04/17/2018","17-06696428","Alley Light Out","3819 W LEXINGTON ST","60624","1151077.74999931","1896427.39008277","24","11","26","41.87168538958","-87.72080379932","(41.871685389576, -87.720803799317)"
"10/06/2017","Completed","04/17/2018","17-06696416","Alley Light Out","3837 W LEXINGTON ST","60624","1150948.14999931","1896424.19008277","24","11","26","41.87167914522","-87.72127969994","(41.871679145222, -87.72127969994)"
"10/06/2017","Completed","04/19/2018","17-06715343","Alley Light Out","2746 S KOMENSKY AVE","60623","1149824.02061214","1885432.36459715","22","10","30","41.84153815211","-87.72569245259","(41.841538152106, -87.725692452586)"
"10/05/2017","Completed","10/12/2017","17-06673109","Alley Light Out","3545 W 58TH PL","60629","1153785.62410975","1865596.15012037","23","8","63","41.78702706234","-87.71168115216","(41.787027062344, -87.711681152158)"
"10/05/2017","Completed - Dup","10/12/2017","17-06688129","Alley Light Out","4115 S FRANCISCO AVE","60632","1157627.65329928","1876971.85567071","12","9","58","41.81816642589","-87.69728539978","(41.818166425892, -87.697285399776)"
"10/05/2017","Completed - Dup","10/12/2017","17-06674789","Alley Light Out","3245 W 64TH PL","60629","1155862.27996795","1861670.41998408","17","8","66","41.77621282586","-87.70417224154","(41.776212825857, -87.704172241535)"
"10/05/2017","Completed - Dup","10/12/2017","17-06672671","Alley Light Out","3616 N KEELER AVE","60641","1147770.19127287","1923705.61979045","45","17","16","41.94660372575","-87.73224545162","(41.946603725753, -87.732245451622)"
"10/05/2017","Completed - Dup","10/12/2017","17-06667625","Alley Light Out","6425 S RHODES AVE","60637","1181006.44273002","1862529.84607061","20","3","42","41.77802939829","-87.61196944019","(41.778029398287, -87.611969440192)"
"10/05/2017","Completed - Dup","10/12/2017","17-06678215","Alley Light Out","2141 S TRUMBULL AVE","60623","1153754.79000177","1889443.08003135","24","10","30","41.85246681675","-87.71116108504","(41.852466816746, -87.711161085041)"
"10/05/2017","Completed - Dup","10/12/2017","17-06674216","Alley Light Out","1509 N SPRINGFIELD AVE","60651","1150101.65451981","1909749.75936889","26","25","23","41.90826243678","-87.72404015149","(41.908262436785, -87.724040151488)"
"10/05/2017","Completed - Dup","10/12/2017","17-06680449","Alley Light Out","2410 S AVERS AVE","60623","1151089.87420764","1887716.88452864","22","10","30","41.84778249278","-87.72098737091","(41.847782492779, -87.720987370911)"
"10/05/2017","Completed","10/12/2017","17-06674373","Alley Light Out","5990 N RIDGE AVE","60660","1164087.33868139","1939862.39241888","40","20","77","41.99060889409","-87.67180998988","(41.990608894086, -87.671809989877)"
"10/05/2017","Completed - Dup","10/12/2017","17-06686522","Alley Light Out","6543 S WHIPPLE ST","60629","1157177.32382011","1861088.87309387","17","8","66","41.77459047292","-87.69936705684","(41.774590472915, -87.699367056839)"
"10/05/2017","Completed","10/13/2017","17-06680960","Alley Light Out","2156 W SUNNYSIDE AVE","60625","1161212.01642069","1929859.7426169","47","19","4","41.96322166239","-87.68266552901","(41.963221662387, -87.682665529014)"
"10/05/2017","Completed","10/13/2017","17-06679026","Alley Light Out","6312 W NEWPORT AVE","60634","1133698.17560837","1922275.18537831","36","16","17","41.94293760655","-87.78400441099","(41.94293760655, -87.78400441099)"
"10/05/2017","Completed","10/13/2017","17-06668266","Alley Light Out","4758 N KNOX AVE","60630","1144508.35021118","1931230.19566604","39","17","16","41.96731393481","-87.7440449211","(41.967313934807, -87.744044921099)"
"10/05/2017","Completed","04/20/2018","17-06668345","Alley Light Out","2100 S WENTWORTH AVE","60616","1175367.23928918","1890237.77388149","25","9","34","41.85419041253","-87.63181354645","(41.854190412527, -87.631813546452)"
"10/05/2017","Completed - Dup","10/18/2017","17-06670926","Alley Light Out","2014 W AUGUSTA BLVD","60622","1162794.03568166","1906666.71907919","2","12","24","41.89954547989","-87.67750127841","(41.899545479894, -87.677501278411)"
"10/05/2017","Completed","10/19/2017","17-06677624","Alley Light Out","4623 S ARCHER AVE","60632","1153703.32197073","1873775.65723208","14","8","58","41.80947443467","-87.71176606068","(41.809474434669, -87.711766060679)"
"10/05/2017","Completed - Dup","10/19/2017","17-06677731","Alley Light Out","4623 S ARCHER AVE","60632","1153703.32197073","1873775.65723208","14","8","58","41.80947443467","-87.71176606068","(41.809474434669, -87.711766060679)"
"10/05/2017","Completed","10/23/2017","17-06680014","Alley Light Out","1204 W GRAND AVE","60642","1168252.95182884","1903623.57121175","27","12","24","41.891078614","-87.65753882904","(41.891078614001, -87.657538829044)"
"10/05/2017","Completed","10/23/2017","17-06685689","Alley Light Out","4814 N DRAKE AVE","60625","1151849.13212396","1931758.15408128","33","17","14","41.96862096783","-87.71703953224","(41.968620967831, -87.717039532245)"
"10/05/2017","Completed","10/23/2017","17-06687304","Alley Light Out","6600 S WHIPPLE ST","60629","1157186.9903312","1860713.36551061","17","8","66","41.77355982887","-87.69934176857","(41.773559828865, -87.699341768568)"
"10/05/2017","Completed - Dup","10/23/2017","17-06689725","Alley Light Out","6600 S WHIPPLE ST","60629","1157186.9903312","1860713.36551061","17","8","66","41.77355982887","-87.69934176857","(41.773559828865, -87.699341768568)"
"10/05/2017","Completed - Dup","10/24/2017","17-06674850","Alley Light Out","4111 N TROY ST","60618","1154652.00527835","1927159.2083899","33","17","16","41.95594538743","-87.70685706149","(41.955945387432, -87.706857061492)"
"10/05/2017","Completed","10/24/2017","17-06686717","Alley Light Out","1844 W CUYLER AVE","60613","1163269.63002633","1926933.30000932","47","19","5","41.95514824285","-87.67518305169","(41.955148242847, -87.675183051692)"
"10/05/2017","Completed","10/24/2017","17-06689136","Alley Light Out","7100 W BERWYN AVE","60656","1127989.66062854","1934693.46470277","41","16","10","41.97711320732","-87.80470482766","(41.977113207315, -87.804704827658)"
"10/05/2017","Completed","10/24/2017","17-06679740","Alley Light Out","3632 N ALBANY AVE","60618","1155075.21520096","1923987.98027736","33","17","16","41.94723482681","-87.7053866557","(41.947234826806, -87.705386655698)"
"10/05/2017","Completed - Dup","10/24/2017","17-06676708","Alley Light Out","6544 S KNOX AVE","60629","1146505.13741612","1860805.93578517","13","8","64","41.77402327243","-87.73849727458","(41.774023272427, -87.73849727458)"
"10/05/2017","Completed","10/26/2017","17-06671617","Alley Light Out","1054 N MASSASOIT AVE","60651","1137829.41159937","1906450.48262439","29","15","25","41.89943918381","-87.76920249225","(41.899439183814, -87.769202492247)"
"10/05/2017","Completed","11/01/2017","17-06673456","Alley Light Out","4615 S HONORE ST","60609","1164791.42219438","1874083.35128737","15","9","61","41.81009152103","-87.67108793479","(41.810091521034, -87.671087934789)"
"10/05/2017","Completed","11/01/2017","17-06679532","Alley Light Out","4501 S HERMITAGE AVE","60609","1165432.82983208","1874852.73400689","15","9","61","41.81218920765","-87.6687135104","(41.812189207653, -87.668713510402)"
"10/05/2017","Completed","11/10/2017","17-06668300","Alley Light Out","3416 W GRENSHAW ST","60624","1153769.07477431","1894848.38012588","24","11","29","41.86729928878","-87.71096484361","(41.867299288782, -87.710964843613)"
"10/05/2017","Completed","11/13/2017","17-06679005","Alley Light Out","6312 W NORTH AVE","60639","1133898.8519897","1909969.83523397","29","25","25","41.90916675295","-87.78355680325","(41.909166752948, -87.783556803246)"
"10/05/2017","Completed","11/15/2017","17-06677673","Alley Light Out","1852 N CICERO AVE","60639","1144104.71410097","1912012.3728206","36","25","19","41.91458606818","-87.74601320125","(41.914586068176, -87.746013201255)"
"10/05/2017","Completed","11/16/2017","17-06676644","Alley Light Out","6028 S MERRIMAC AVE","60638","1135767.43997025","1863906.57933336","13","8","64","41.78272907443","-87.77778697288","(41.78272907443, -87.777786972877)"
